mountain,base_depth,region,new_snow,day,year_total
Mt. Hood Meadows,95 in.,Mt. Hood,2 in.,"Feb 13, 2013",68 in.
Mt. Hood Ski Bowl,47 in.,Mt. Hood,3 in.,"Jan 22, 2012",63 in.
Hoodoo Ski Area,125 in.,Oregon,3 in.,"Apr  1, 2012",137 in.
Hoodoo Ski Area,125 in.,Oregon,2 in.,"Apr  2, 2012",139 in.
Mt. Hood Meadows,99 in.,Mt. Hood,11 in.,"Feb 24, 2009",104 in.
Mount Ashland,63 in.,Oregon,4 in.,"Mar 14, 2012",116 in.
Hoodoo Ski Area,72 in.,Oregon,8 in.,"Feb 25, 2009",80 in.
Hoodoo Ski Area,87 in.,Oregon,12 in.,"Feb 26, 2009",92 in.
Anthony Lakes Mountain Resort,22 in.,Oregon,4 in.,"Dec  4, 2014",122 in.
Mount Ashland,56 in.,Oregon,3 in.,"Dec 28, 2010",187 in.
Mount Ashland,66 in.,Oregon,15 in.,"Dec 29, 2010",202 in.
Willamette Pass,6 in.,Oregon,10 in.,"Dec 18, 2012",267 in.
Mt. Bachelor,149 in.,Oregon,4 in.,"Mar 25, 2011",215 in.
Mt. Bachelor,110 in.,Oregon,24 in.,"Mar 19, 2013",240 in.
Willamette Pass,54 in.,Oregon,16 in.,"Mar 16, 2009",148 in.
Willamette Pass,59 in.,Oregon,10 in.,"Mar 17, 2009",158 in.
Mt. Bachelor,144 in.,Oregon,11 in.,"Mar 16, 2012",297 in.
Mt. Bachelor,164 in.,Oregon,3 in.,"Apr 10, 2009",233 in.
Mt. Bachelor,119 in.,Oregon,2 in.,"Apr  8, 2010",187 in.
Mt. Bachelor,63 in.,Oregon,6 in.,"Dec 14, 2015",168 in.
Mount Ashland,64 in.,Oregon,1 in.,"Apr 11, 2009",125 in.
Mount Ashland,1 in.,Oregon,3 in.,"Nov 10, 2009",128 in.
Mt. Bachelor,112 in.,Oregon,3 in.,"Mar  7, 2014",453 in.
Mt. Hood Meadows,73 in.,Mt. Hood,5 in.,"Feb 11, 2014",103 in.
Mt. Hood Meadows,89 in.,Mt. Hood,7 in.,"Feb 24, 2010",72 in.
Mt. Hood Meadows,118 in.,Mt. Hood,2 in.,"Mar 10, 2011",103 in.
Mt. Hood Ski Bowl,44 in.,Mt. Hood,4 in.,"Jan 27, 2013",16 in.
Mt. Hood Ski Bowl,44 in.,Mt. Hood,7 in.,"Jan 28, 2013",23 in.
Timberline Lodge,107 in.,Oregon,2 in.,"Jan 13, 2011",14 in.
Mt. Hood Ski Bowl,17 in.,Mt. Hood,5 in.,"Feb  8, 2014",35 in.
Mt. Hood Ski Bowl,17 in.,Mt. Hood,5 in.,"Feb  9, 2014",40 in.
Mt. Hood Ski Bowl,60 in.,Mt. Hood,1 in.,"Dec 29, 2015",42 in.
Mt. Hood Ski Bowl,58 in.,Mt. Hood,1 in.,"Dec 30, 2015",43 in.
Mt. Hood Ski Bowl,41 in.,Mt. Hood,3 in.,"Jan 25, 2009",47 in.
Mt. Hood Ski Bowl,51 in.,Mt. Hood,1 in.,"Feb  4, 2016",27 in.
Mt. Hood Ski Bowl,56 in.,Mt. Hood,6 in.,"Feb  5, 2016",33 in.
Timberline Lodge,87 in.,Oregon,7 in.,"Jan 19, 2010",22 in.
Mt. Hood Ski Bowl,29 in.,Mt. Hood,4 in.,"Feb 25, 2010",47 in.
Timberline Lodge,105 in.,Oregon,8 in.,"Jan  8, 2009",55 in.
Mt. Hood Ski Bowl,43 in.,Mt. Hood,14 in.,"Feb 24, 2011",62 in.
Mt. Hood Meadows,100 in.,Mt. Hood,1 in.,"Jan 31, 2012",148 in.
Mt. Hood Meadows,22 in.,Mt. Hood,1 in.,"Mar 22, 2015",35 in.
Mt. Hood Meadows,95 in.,Mt. Hood,2 in.,"Jan 23, 2016",74 in.
Mt. Hood Meadows,102 in.,Mt. Hood,5 in.,"Jan 24, 2016",79 in.
Mt. Hood Meadows,95 in.,Mt. Hood,1 in.,"Feb 14, 2013",69 in.
Mt. Hood Ski Bowl,47 in.,Mt. Hood,3 in.,"Jan 23, 2012",66 in.
Hoodoo Ski Area,0 in.,Oregon,2 in.,"Dec  7, 2012",141 in.
Hoodoo Ski Area,0 in.,Oregon,7 in.,"Dec 15, 2012",148 in.
Mt. Hood Meadows,110 in.,Mt. Hood,14 in.,"Feb 25, 2009",118 in.
Mount Ashland,71 in.,Oregon,2 in.,"Mar 15, 2012",118 in.
Hoodoo Ski Area,83 in.,Oregon,9 in.,"Feb 27, 2009",101 in.
Hoodoo Ski Area,75 in.,Oregon,2 in.,"Mar  2, 2009",103 in.
Anthony Lakes Mountain Resort,22 in.,Oregon,10 in.,"Dec 13, 2014",132 in.
Mount Ashland,67 in.,Oregon,4 in.,"Dec 30, 2010",206 in.
Mount Ashland,65 in.,Oregon,1 in.,"Dec 31, 2010",207 in.
Willamette Pass,36 in.,Oregon,4 in.,"Dec 19, 2012",271 in.
Willamette Pass,36 in.,Oregon,2 in.,"Dec 20, 2012",273 in.
Mt. Bachelor,157 in.,Oregon,11 in.,"Mar 26, 2011",226 in.
Mt. Bachelor,108 in.,Oregon,23 in.,"Mar 20, 2013",263 in.
Willamette Pass,61 in.,Oregon,8 in.,"Mar 18, 2009",166 in.
Mt. Bachelor,145 in.,Oregon,9 in.,"Mar 17, 2012",306 in.
Mt. Bachelor,155 in.,Oregon,1 in.,"Apr 11, 2009",234 in.
Mt. Bachelor,119 in.,Oregon,1 in.,"Apr  9, 2010",188 in.
Mt. Bachelor,57 in.,Oregon,1 in.,"Dec 16, 2015",169 in.
Mount Ashland,3 in.,Oregon,3 in.,"Nov 11, 2009",131 in.
Mt. Bachelor,109 in.,Oregon,7 in.,"Mar  8, 2014",460 in.
Mt. Hood Meadows,75 in.,Mt. Hood,1 in.,"Feb 13, 2014",104 in.
Mt. Hood Meadows,97 in.,Mt. Hood,8 in.,"Feb 25, 2010",80 in.
Mt. Hood Meadows,122 in.,Mt. Hood,10 in.,"Mar 11, 2011",113 in.
Mt. Hood Ski Bowl,61 in.,Mt. Hood,12 in.,"Jan 29, 2013",35 in.
Mt. Hood Ski Bowl,61 in.,Mt. Hood,1 in.,"Jan 30, 2013",36 in.
Timberline Lodge,93 in.,Oregon,1 in.,"Jan 18, 2011",15 in.
Mt. Hood Ski Bowl,22 in.,Mt. Hood,2 in.,"Feb 10, 2014",42 in.
Mt. Hood Ski Bowl,22 in.,Mt. Hood,2 in.,"Feb 11, 2014",44 in.
Mt. Hood Ski Bowl,56 in.,Mt. Hood,1 in.,"Dec 31, 2015",44 in.
Mt. Hood Ski Bowl,45 in.,Mt. Hood,2 in.,"Jan 26, 2009",49 in.
Mt. Hood Ski Bowl,52 in.,Mt. Hood,1 in.,"Feb  6, 2016",34 in.
Mt. Hood Ski Bowl,36 in.,Mt. Hood,4 in.,"Feb 15, 2016",38 in.
Timberline Lodge,84 in.,Oregon,1 in.,"Jan 21, 2010",23 in.
Mt. Hood Ski Bowl,29 in.,Mt. Hood,1 in.,"Mar  8, 2010",48 in.
Mt. Hood Ski Bowl,30 in.,Mt. Hood,1 in.,"Mar  9, 2010",49 in.
Timberline Lodge,113 in.,Oregon,14 in.,"Jan  9, 2009",69 in.
Mt. Hood Ski Bowl,56 in.,Mt. Hood,7 in.,"Feb 25, 2011",69 in.
Mt. Hood Meadows,102 in.,Mt. Hood,6 in.,"Feb  1, 2012",154 in.
Mt. Hood Meadows,20 in.,Mt. Hood,1 in.,"Mar 23, 2015",36 in.
Mt. Hood Meadows,96 in.,Mt. Hood,9 in.,"Jan 30, 2016",88 in.
Mt. Hood Meadows,100 in.,Mt. Hood,6 in.,"Jan 31, 2016",94 in.
Mt. Hood Meadows,95 in.,Mt. Hood,1 in.,"Feb 20, 2013",70 in.
Mt. Hood Ski Bowl,47 in.,Mt. Hood,2 in.,"Jan 25, 2012",68 in.
Hoodoo Ski Area,0 in.,Oregon,9 in.,"Dec 17, 2012",157 in.
Hoodoo Ski Area,0 in.,Oregon,13 in.,"Dec 18, 2012",170 in.
Mt. Hood Meadows,124 in.,Mt. Hood,22 in.,"Feb 26, 2009",140 in.
Mount Ashland,71 in.,Oregon,2 in.,"Mar 16, 2012",120 in.
Hoodoo Ski Area,75 in.,Oregon,2 in.,"Mar  3, 2009",105 in.
Anthony Lakes Mountain Resort,22 in.,Oregon,1 in.,"Dec 18, 2014",133 in.
Willamette Pass,40 in.,Oregon,12 in.,"Dec 21, 2012",285 in.
Mt. Bachelor,158 in.,Oregon,5 in.,"Mar 27, 2011",231 in.
Mt. Bachelor,116 in.,Oregon,20 in.,"Mar 21, 2013",283 in.
Willamette Pass,65 in.,Oregon,4 in.,"Mar 19, 2009",170 in.
Mt. Bachelor,142 in.,Oregon,1 in.,"Mar 18, 2012",307 in.
Mt. Bachelor,157 in.,Oregon,3 in.,"Apr 13, 2009",237 in.
Mt. Bachelor,120 in.,Oregon,3 in.,"Apr 12, 2010",191 in.
Mt. Bachelor,67 in.,Oregon,10 in.,"Dec 17, 2015",179 in.
Mount Ashland,2 in.,Oregon,1 in.,"Nov 12, 2009",132 in.
Mount Ashland,6 in.,Oregon,1 in.,"Nov 16, 2009",133 in.
Mt. Bachelor,104 in.,Oregon,2 in.,"Mar  9, 2014",462 in.
Mt. Hood Meadows,76 in.,Mt. Hood,7 in.,"Feb 14, 2014",111 in.
Mt. Hood Meadows,95 in.,Mt. Hood,1 in.,"Feb 26, 2010",81 in.
Mt. Hood Meadows,120 in.,Mt. Hood,2 in.,"Mar 13, 2011",115 in.
Mt. Hood Ski Bowl,61 in.,Mt. Hood,1 in.,"Jan 31, 2013",37 in.
Timberline Lodge,100 in.,Oregon,9 in.,"Jan 19, 2011",24 in.
Mt. Hood Ski Bowl,22 in.,Mt. Hood,4 in.,"Feb 16, 2014",48 in.
Mt. Hood Ski Bowl,22 in.,Mt. Hood,1 in.,"Feb 17, 2014",49 in.
Mt. Hood Ski Bowl,48 in.,Mt. Hood,2 in.,"Jan 28, 2009",51 in.
Mt. Hood Ski Bowl,34 in.,Mt. Hood,1 in.,"Feb 18, 2016",39 in.
Mt. Hood Ski Bowl,41 in.,Mt. Hood,5 in.,"Feb 19, 2016",44 in.
Timberline Lodge,87 in.,Oregon,1 in.,"Jan 24, 2010",24 in.
Mt. Hood Ski Bowl,28 in.,Mt. Hood,2 in.,"Mar 12, 2010",51 in.
Mt. Hood Ski Bowl,28 in.,Mt. Hood,1 in.,"Mar 17, 2010",52 in.
Timberline Lodge,95 in.,Oregon,1 in.,"Jan 24, 2009",70 in.
Mt. Hood Ski Bowl,55 in.,Mt. Hood,4 in.,"Feb 27, 2011",73 in.
Mt. Hood Ski Bowl,74 in.,Mt. Hood,1 in.,"Mar  2, 2011",74 in.
Mt. Hood Meadows,102 in.,Mt. Hood,4 in.,"Feb  2, 2012",158 in.
Mt. Hood Meadows,30 in.,Mt. Hood,8 in.,"Mar 24, 2015",44 in.
Mt. Hood Meadows,26 in.,Mt. Hood,2 in.,"Mar 28, 2015",46 in.
Mt. Hood Meadows,96 in.,Mt. Hood,1 in.,"Feb  3, 2016",95 in.
Mt. Hood Meadows,103 in.,Mt. Hood,7 in.,"Feb  4, 2016",102 in.
Mt. Hood Meadows,98 in.,Mt. Hood,5 in.,"Feb 21, 2013",75 in.
Mt. Hood Ski Bowl,47 in.,Mt. Hood,1 in.,"Feb  1, 2012",69 in.
Hoodoo Ski Area,0 in.,Oregon,2 in.,"Dec 20, 2012",172 in.
Mt. Hood Meadows,113 in.,Mt. Hood,2 in.,"Mar  3, 2009",142 in.
Mount Ashland,86 in.,Oregon,10 in.,"Mar 17, 2012",130 in.
Hoodoo Ski Area,75 in.,Oregon,1 in.,"Mar  4, 2009",106 in.
Anthony Lakes Mountain Resort,22 in.,Oregon,1 in.,"Dec 19, 2014",134 in.
Anthony Lakes Mountain Resort,22 in.,Oregon,3 in.,"Dec 20, 2014",137 in.
Willamette Pass,40 in.,Oregon,6 in.,"Dec 23, 2012",291 in.
Mt. Bachelor,170 in.,Oregon,12 in.,"Mar 28, 2011",243 in.
Mt. Bachelor,122 in.,Oregon,7 in.,"Mar 22, 2013",290 in.
Willamette Pass,54 in.,Oregon,5 in.,"Mar 23, 2009",175 in.
Mt. Bachelor,142 in.,Oregon,1 in.,"Mar 19, 2012",308 in.
Mt. Bachelor,157 in.,Oregon,5 in.,"Apr 14, 2009",242 in.
Mt. Bachelor,120 in.,Oregon,6 in.,"Apr 15, 2010",197 in.
Mt. Bachelor,73 in.,Oregon,6 in.,"Dec 18, 2015",185 in.
Mount Ashland,10 in.,Oregon,5 in.,"Nov 18, 2009",138 in.
Mt. Bachelor,104 in.,Oregon,11 in.,"Mar 10, 2014",473 in.
Mt. Hood Meadows,85 in.,Mt. Hood,7 in.,"Feb 15, 2014",118 in.
Mt. Hood Meadows,101 in.,Mt. Hood,4 in.,"Feb 27, 2010",85 in.
Mt. Hood Meadows,123 in.,Mt. Hood,6 in.,"Mar 14, 2011",121 in.
Timberline Lodge,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Ski Bowl,54 in.,Mt. Hood,1 in.,"Feb 10, 2013",38 in.
Cooper Spur,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Timberline Lodge,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Timberline Lodge,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Timberline Lodge,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Timberline Lodge,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Cooper Spur,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Timberline Lodge,94 in.,Oregon,1 in.,"Jan 25, 2011",25 in.
Mt. Hood Ski Bowl,22 in.,Mt. Hood,2 in.,"Feb 18, 2014",51 in.
Mt. Hood Ski Bowl,39 in.,Mt. Hood,7 in.,"Feb 19, 2014",58 in.
Mt. Hood Ski Bowl,50 in.,Mt. Hood,2 in.,"Jan 29, 2009",53 in.
Mt. Hood Ski Bowl,45 in.,Mt. Hood,5 in.,"Feb 20, 2016",49 in.
Mt. Hood Ski Bowl,45 in.,Mt. Hood,2 in.,"Feb 22, 2016",51 in.
Timberline Lodge,96 in.,Oregon,9 in.,"Jan 25, 2010",33 in.
Mt. Hood Ski Bowl,28 in.,Mt. Hood,5 in.,"Mar 22, 2010",57 in.
Timberline Lodge,95 in.,Oregon,2 in.,"Jan 25, 2009",72 in.
Mt. Hood Ski Bowl,78 in.,Mt. Hood,2 in.,"Mar  5, 2011",76 in.
Mt. Hood Ski Bowl,65 in.,Mt. Hood,2 in.,"Mar 10, 2011",78 in.
Mt. Hood Meadows,99 in.,Mt. Hood,3 in.,"Feb  8, 2012",161 in.
Mt. Hood Meadows,23 in.,Mt. Hood,1 in.,"Mar 31, 2015",47 in.
Mt. Hood Meadows,109 in.,Mt. Hood,10 in.,"Feb  5, 2016",112 in.
Mt. Hood Meadows,108 in.,Mt. Hood,2 in.,"Feb  6, 2016",114 in.
Mt. Hood Meadows,101 in.,Mt. Hood,10 in.,"Feb 22, 2013",85 in.
Mt. Hood Ski Bowl,47 in.,Mt. Hood,1 in.,"Feb  2, 2012",70 in.
Hoodoo Ski Area,0 in.,Oregon,2 in.,"Dec 23, 2012",174 in.
Hoodoo Ski Area,0 in.,Oregon,2 in.,"Dec 26, 2012",176 in.
Mt. Hood Meadows,114 in.,Mt. Hood,3 in.,"Mar  4, 2009",145 in.
Mount Ashland,86 in.,Oregon,2 in.,"Mar 18, 2012",132 in.
Hoodoo Ski Area,75 in.,Oregon,2 in.,"Mar  5, 2009",108 in.
Anthony Lakes Mountain Resort,22 in.,Oregon,6 in.,"Dec 21, 2014",143 in.
Willamette Pass,45 in.,Oregon,14 in.,"Dec 24, 2012",305 in.
Mt. Bachelor,167 in.,Oregon,4 in.,"Mar 29, 2011",247 in.
Mt. Bachelor,121 in.,Oregon,3 in.,"Mar 24, 2013",293 in.
Willamette Pass,60 in.,Oregon,6 in.,"Mar 24, 2009",181 in.
Willamette Pass,59 in.,Oregon,4 in.,"Mar 25, 2009",185 in.
Mt. Bachelor,148 in.,Oregon,9 in.,"Mar 20, 2012",317 in.
Mt. Bachelor,156 in.,Oregon,1 in.,"Apr 15, 2009",243 in.
Mt. Bachelor,111 in.,Oregon,6 in.,"Apr 21, 2010",203 in.
Mt. Bachelor,73 in.,Oregon,2 in.,"Dec 19, 2015",187 in.
Mount Ashland,10 in.,Oregon,11 in.,"Nov 21, 2009",149 in.
Mt. Bachelor,111 in.,Oregon,9 in.,"Mar 11, 2014",482 in.
Mt. Hood Meadows,90 in.,Mt. Hood,9 in.,"Feb 16, 2014",127 in.
Mt. Hood Meadows,95 in.,Mt. Hood,2 in.,"Mar  3, 2010",87 in.
Mt. Hood Meadows,122 in.,Mt. Hood,6 in.,"Mar 15, 2011",127 in.
Timberline Lodge,88 in.,Oregon,2 in.,"Jan  4, 2016",2 in.
Timberline Lodge,87 in.,Oregon,3 in.,"Jan  6, 2016",5 in.
Mt. Hood Ski Bowl,54 in.,Mt. Hood,1 in.,"Feb 11, 2013",39 in.
Mt. Hood Ski Bowl,54 in.,Mt. Hood,1 in.,"Feb 14, 2013",40 in.
Cooper Spur,0 in.,Oregon,1 in.,"Jan  4, 2014",1 in.
Cooper Spur,0 in.,Oregon,3 in.,"Jan 10, 2014",4 in.
Timberline Lodge,60 in.,Oregon,1 in.,"Jan  4, 2012",1 in.
Timberline Lodge,107 in.,Oregon,4 in.,"Jan  4, 2013",4 in.
Timberline Lodge,30 in.,Oregon,2 in.,"Jan  3, 2014",2 in.
Timberline Lodge,28 in.,Oregon,2 in.,"Jan  4, 2015",2 in.
Cooper Spur,24 in.,Oregon,5 in.,"Jan 10, 2013",5 in.
Cooper Spur,24 in.,Oregon,2 in.,"Jan 13, 2013",7 in.
Timberline Lodge,96 in.,Oregon,2 in.,"Feb  1, 2011",27 in.
Mt. Hood Ski Bowl,45 in.,Mt. Hood,6 in.,"Feb 20, 2014",64 in.
Mt. Hood Ski Bowl,50 in.,Mt. Hood,1 in.,"Jan 31, 2009",54 in.
Mt. Hood Ski Bowl,33 in.,Mt. Hood,1 in.,"Feb 29, 2016",52 in.
Mt. Hood Ski Bowl,34 in.,Mt. Hood,1 in.,"Mar  1, 2016",53 in.
Timberline Lodge,94 in.,Oregon,2 in.,"Jan 26, 2010",35 in.
Mt. Hood Ski Bowl,28 in.,Mt. Hood,11 in.,"Mar 23, 2010",68 in.
Timberline Lodge,99 in.,Oregon,2 in.,"Jan 26, 2009",74 in.
Mt. Hood Ski Bowl,65 in.,Mt. Hood,4 in.,"Mar 11, 2011",82 in.
Mt. Hood Meadows,100 in.,Mt. Hood,3 in.,"Feb  9, 2012",164 in.
Mt. Hood Meadows,32 in.,Mt. Hood,2 in.,"Apr  1, 2015",49 in.
Mt. Hood Meadows,97 in.,Mt. Hood,2 in.,"Feb 13, 2016",116 in.
Mt. Hood Meadows,102 in.,Mt. Hood,7 in.,"Feb 14, 2016",123 in.
Mt. Hood Meadows,111 in.,Mt. Hood,12 in.,"Feb 23, 2013",97 in.
Mt. Hood Ski Bowl,45 in.,Mt. Hood,4 in.,"Feb 15, 2012",74 in.
Mt. Hood Meadows,115 in.,Mt. Hood,4 in.,"Mar  5, 2009",149 in.
Mount Ashland,90 in.,Oregon,10 in.,"Mar 19, 2012",142 in.
Hoodoo Ski Area,83 in.,Oregon,3 in.,"Mar  6, 2009",111 in.
Anthony Lakes Mountain Resort,35 in.,Oregon,8 in.,"Dec 28, 2014",151 in.
Willamette Pass,45 in.,Oregon,4 in.,"Dec 26, 2012",309 in.
Mt. Bachelor,167 in.,Oregon,6 in.,"Mar 30, 2011",253 in.
Mt. Bachelor,118 in.,Oregon,3 in.,"Mar 25, 2013",296 in.
Willamette Pass,60 in.,Oregon,5 in.,"Mar 26, 2009",190 in.
Mt. Bachelor,156 in.,Oregon,12 in.,"Mar 21, 2012",329 in.
Mt. Bachelor,128 in.,Oregon,2 in.,"Apr 28, 2009",245 in.
Mt. Bachelor,104 in.,Oregon,1 in.,"Apr 24, 2010",204 in.
Mt. Bachelor,70 in.,Oregon,8 in.,"Dec 20, 2015",195 in.
Mount Ashland,24 in.,Oregon,6 in.,"Nov 23, 2009",155 in.
Mt. Bachelor,108 in.,Oregon,2 in.,"Mar 13, 2014",484 in.
Mt. Hood Meadows,91 in.,Mt. Hood,4 in.,"Feb 17, 2014",131 in.
Mt. Hood Meadows,95 in.,Mt. Hood,1 in.,"Mar  4, 2010",88 in.
Mt. Hood Meadows,127 in.,Mt. Hood,6 in.,"Mar 16, 2011",133 in.
Timberline Lodge,88 in.,Oregon,2 in.,"Jan  8, 2016",7 in.
Timberline Lodge,88 in.,Oregon,1 in.,"Jan 10, 2016",8 in.
Cooper Spur,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Cooper Spur,Base Depth,Oregon,24 hr New Snow,Date,Season Snowfall Total
Mt. Hood Ski Bowl,54 in.,Mt. Hood,1 in.,"Feb 18, 2013",41 in.
Cooper Spur,0 in.,Oregon,2 in.,"Jan 11, 2014",6 in.
Cooper Spur,0 in.,Oregon,6 in.,"Jan 12, 2014",12 in.
Timberline Lodge,59 in.,Oregon,9 in.,"Jan 16, 2012",10 in.
Timberline Lodge,103 in.,Oregon,3 in.,"Jan  6, 2013",7 in.
Timberline Lodge,30 in.,Oregon,1 in.,"Jan  4, 2014",3 in.
Timberline Lodge,28 in.,Oregon,3 in.,"Jan 12, 2015",5 in.
Cooper Spur,16 in.,Oregon,5 in.,"Jan 26, 2013",12 in.
Cooper Spur,16 in.,Oregon,5 in.,"Jan 27, 2013",17 in.
Timberline Lodge,95 in.,Oregon,2 in.,"Feb  2, 2011",29 in.
Mt. Hood Ski Bowl,45 in.,Mt. Hood,12 in.,"Feb 21, 2014",76 in.
Mt. Hood Ski Bowl,45 in.,Mt. Hood,3 in.,"Mar  2, 2014",79 in.
Mt. Hood Ski Bowl,41 in.,Mt. Hood,1 in.,"Feb  7, 2009",55 in.
Mt. Hood Ski Bowl,34 in.,Mt. Hood,1 in.,"Mar  2, 2016",54 in.
Mt. Hood Ski Bowl,31 in.,Mt. Hood,2 in.,"Mar  7, 2016",56 in.
Timberline Lodge,94 in.,Oregon,1 in.,"Jan 27, 2010",36 in.
Mt. Hood Ski Bowl,28 in.,Mt. Hood,2 in.,"Mar 25, 2010",70 in.
Timberline Lodge,106 in.,Oregon,8 in.,"Jan 28, 2009",82 in.
Mt. Hood Ski Bowl,65 in.,Mt. Hood,4 in.,"Mar 12, 2011",86 in.
Mt. Hood Ski Bowl,65 in.,Mt. Hood,3 in.,"Mar 14, 2011",89 in.
Mt. Hood Meadows,98 in.,Mt. Hood,1 in.,"Feb 11, 2012",165 in.
Mt. Hood Meadows,31 in.,Mt. Hood,1 in.,"Apr  4, 2015",50 in.
Mt. Hood Meadows,35 in.,Mt. Hood,5 in.,"Apr  6, 2015",55 in.
Mt. Hood Meadows,92 in.,Mt. Hood,2 in.,"Feb 18, 2016",125 in.
Mt. Hood Meadows,99 in.,Mt. Hood,10 in.,"Feb 19, 2016",135 in.
Mt. Hood Meadows,113 in.,Mt. Hood,6 in.,"Feb 24, 2013",103 in.
Mt. Hood Ski Bowl,50 in.,Mt. Hood,3 in.,"Feb 18, 2012",77 in.
Mt. Hood Meadows,124 in.,Mt. Hood,10 in.,"Mar  6, 2009",159 in.
Mount Ashland,87 in.,Oregon,6 in.,"Mar 22, 2012",148 in.
Hoodoo Ski Area,86 in.,Oregon,6 in.,"Mar  9, 2009",117 in.
Hoodoo Ski Area,98 in.,Oregon,5 in.,"Mar 10, 2009",122 in.
Anthony Lakes Mountain Resort,49 in.,Oregon,2 in.,"Dec 30, 2014",153 in.
Willamette Pass,46 in.,Oregon,1 in.,"Dec 28, 2012",310 in.
Mt. Bachelor,148 in.,Oregon,1 in.,"Apr  2, 2011",254 in.
Mt. Bachelor,118 in.,Oregon,1 in.,"Mar 26, 2013",297 in.
Willamette Pass,59 in.,Oregon,6 in.,"Mar 29, 2009",196 in.
Mt. Bachelor,159 in.,Oregon,9 in.,"Mar 22, 2012",338 in.
Mt. Bachelor,130 in.,Oregon,2 in.,"Apr 30, 2009",247 in.
Mt. Bachelor,104 in.,Oregon,1 in.,"Apr 27, 2010",205 in.
Mt. Bachelor,80 in.,Oregon,14 in.,"Dec 21, 2015",209 in.
Mount Ashland,24 in.,Oregon,3 in.,"Dec 13, 2009",158 in.
Mt. Bachelor,106 in.,Oregon,2 in.,"Mar 14, 2014",486 in.
Mt. Hood Meadows,103 in.,Mt. Hood,17 in.,"Feb 18, 2014",148 in.
Mt. Hood Meadows,95 in.,Mt. Hood,1 in.,"Mar  8, 2010",89 in.
Mt. Hood Meadows,127 in.,Mt. Hood,6 in.,"Mar 17, 2011",139 in.
Timberline Lodge,88 in.,Oregon,1 in.,"Jan 11, 2016",9 in.
Timberline Lodge,90 in.,Oregon,4 in.,"Jan 13, 2016",13 in.
Cooper Spur,14 in.,Oregon,1 in.,"Dec 21, 2015",1 in.
Cooper Spur,22 in.,Oregon,8 in.,"Dec 22, 2015",9 in.
Cooper Spur,32 in.,Oregon,2 in.,"Jan 31, 2016",2 in.
Cooper Spur,24 in.,Oregon,2 in.,"Feb 20, 2016",4 in.
Mt. Hood Ski Bowl,51 in.,Mt. Hood,1 in.,"Feb 20, 2013",42 in.
Cooper Spur,0 in.,Oregon,1 in.,"Feb  1, 2014",13 in.
Cooper Spur,0 in.,Oregon,1 in.,"Feb  3, 2014",14 in.
Timberline Lodge,59 in.,Oregon,9 in.,"Jan 17, 2012",19 in.
Timberline Lodge,106 in.,Oregon,4 in.,"Jan  7, 2013",11 in.
Timberline Lodge,30 in.,Oregon,5 in.,"Jan  8, 2014",8 in.
Timberline Lodge,28 in.,Oregon,6 in.,"Jan 16, 2015",11 in.
Cooper Spur,21 in.,Oregon,4 in.,"Mar  5, 2013",21 in.
Timberline Lodge,105 in.,Oregon,12 in.,"Feb  8, 2011",41 in.
Mt. Hood Ski Bowl,29 in.,Mt. Hood,4 in.,"Mar 11, 2014",83 in.
Mt. Hood Ski Bowl,26 in.,Mt. Hood,6 in.,"Mar 17, 2014",89 in.
Mt. Hood Ski Bowl,41 in.,Mt. Hood,1 in.,"Feb  8, 2009",56 in.
Mt. Hood Ski Bowl,38 in.,Mt. Hood,3 in.,"Mar  9, 2016",59 in.
Mt. Hood Ski Bowl,36 in.,Mt. Hood,2 in.,"Mar 13, 2016",61 in.
Timberline Lodge,86 in.,Oregon,1 in.,"Feb  1, 2010",37 in.
Mt. Hood Ski Bowl,28 in.,Mt. Hood,8 in.,"Mar 26, 2010",78 in.
Mt. Hood Ski Bowl,28 in.,Mt. Hood,5 in.,"Mar 31, 2010",83 in.
Timberline Lodge,109 in.,Oregon,3 in.,"Jan 29, 2009",85 in.
Mt. Hood Ski Bowl,65 in.,Mt. Hood,2 in.,"Mar 16, 2011",91 in.
Mt. Hood Meadows,99 in.,Mt. Hood,3 in.,"Feb 14, 2012",168 in.
Mt. Hood Meadows,31 in.,Mt. Hood,1 in.,"Apr 11, 2015",56 in.
Mt. Hood Meadows,34 in.,Mt. Hood,3 in.,"Apr 12, 2015",59 in.
Mt. Hood Meadows,105 in.,Mt. Hood,9 in.,"Feb 20, 2016",144 in.
Mt. Hood Meadows,104 in.,Mt. Hood,2 in.,"Feb 22, 2016",146 in.
Mt. Hood Meadows,113 in.,Mt. Hood,10 in.,"Feb 25, 2013",113 in.
Mt. Hood Ski Bowl,59 in.,Mt. Hood,6 in.,"Feb 19, 2012",83 in.
Mt. Hood Meadows,129 in.,Mt. Hood,12 in.,"Mar  8, 2009",171 in.
